row,split
5317,train
5318,train
5319,train
5320,train
5321,train
5322,test
5323,train
5324,train
5325,train
5326,train
5327,train
5328,train
5329,train
5330,test
5331,train
5332,test
5333,train
5334,test
5335,train
5336,train
5337,train
5338,train
5339,train
5340,train
5341,train
5342,test
5343,train
5344,train
5345,train
5346,test
5347,train
5348,test
5349,train
5350,train
5351,train
5352,train
5353,train
5354,test
5355,train
5356,train
5357,test
5358,test
5359,train
5360,train
5361,train
5362,train
5363,train
5364,train
5365,train
5366,test
5367,test
5368,train
5369,train
5370,train
5371,train
5372,train
5373,train
5374,train
5375,train
5376,train
5377,test
5378,train
5379,train
5380,train
5381,test
5382,train
5383,train
5384,train
5385,train
5386,train
5387,train
5388,train
5389,test
5390,train
5391,train
5392,test
5393,train
5394,test
5395,train
5396,train
5397,train
5398,train
5399,train
5400,train
5401,train
5402,test
5403,train
5404,train
5405,train
5406,train
5407,train
5408,train
5409,train
5410,train
5411,train
5412,train
5413,test
5414,train
5415,train
5416,train
5417,test
5418,train
5419,train
5420,test
5421,test
5422,train
5423,train
5424,train
5425,train
5426,train
5427,train
5428,train
5429,train
5430,train
5431,train
5432,train
5433,train
5434,test
5435,train
5436,train
5437,test
5438,train
5439,train
5440,train
5441,train
5442,train
5443,train
5444,train
5445,train
5446,train
5447,train
5448,train
5449,train
5450,train
5451,train
5452,train
5453,train
5454,train
5455,test
5456,train
5457,test
5458,train
5459,train
5460,train
5461,train
5462,test
5463,train
5464,train
5465,train
5466,train
5467,train
5468,train
5469,train
5470,test
5471,train
5472,train
5473,train
5474,train
5475,train
5476,test
5477,train
5478,train
5479,test
5480,test
5481,train
5482,test
5483,train
5484,train
5485,train
5486,test
5487,train
5488,train
5489,test
5490,test
5491,train
5492,test
5493,train
5494,train
5495,test
5496,train
5497,test
5498,test
5499,train
5500,train
5501,train
5502,train
5503,train
5504,train
5505,train
5506,train
5507,train
5508,train
5509,train
5510,test
5511,train
5512,train
5513,train
5514,train
5515,train
5516,test
5517,train
5518,train
5519,train
5520,train
5521,train
5522,test
5523,test
5524,train
5525,train
5526,train
5527,train
5528,train
5529,test
5530,train
5531,train
5532,test
5533,test
5534,train
5535,test
5536,train
5537,test
5538,train
5539,train
5540,train
5541,train
5542,test
5543,train
5544,train
5545,test
5546,train
5547,train
5548,train
5549,train
5550,train
5551,train
5552,train
5553,train
5554,train
5555,train
5556,train
5557,test
5558,train
5559,train
5560,train
5561,train
5562,train
5563,train
5564,train
5565,train
5566,train
5567,test
5568,train
5569,train
5570,train
5571,train
5572,train
5573,train
5574,train
5575,train
5576,train
5577,test
5578,train
5579,train
5580,train
5581,train
5582,train
5583,train
5584,test
5585,train
5586,train
5587,test
5588,train
5589,train
5590,test
5591,train
5592,train
5593,train
5594,test
5595,train
5596,train
5597,train
5598,train
5599,train
5600,train
5601,train
5602,train
5603,train
5604,train
5605,train
5606,train
5607,train
5608,test
5609,train
5610,train
5611,train
5612,train
5613,test
5614,train
5615,train
5616,train
5617,train
5618,test
5619,train
5620,test
5621,train
5622,train
5623,test
5624,train
5625,train
5626,train
5627,train
5628,train
5629,train
5630,train
5631,train
5632,train
5633,train
5634,test
5635,train
5636,train
5637,test
5638,train
5639,test
5640,train
5641,test
5642,train
5643,train
5644,train
5645,train
5646,train
5647,train
5648,train
5649,test
5650,train
5651,train
5652,train
5653,train
5654,train
5655,train
5656,train
5657,train
5658,train
5659,train
5660,train
5661,train
5662,train
5663,train
5664,train
5665,train
5666,train
5667,train
5668,test
5669,train
5670,train
5671,test
5672,train
5673,test
5674,train
5675,test
5676,train
5677,train
5678,train
5679,train
5680,train
5681,train
5682,test
5683,test
5684,train
5685,train
5686,test
5687,train
5688,train
5689,train
5690,train
5691,train
5692,train
5693,test
5694,test
5695,train
5696,train
5697,train
5698,train
5699,train
5700,train
5701,train
5702,train
5703,train
5704,test
5705,test
5706,train
5707,train
5708,train
5709,train
5710,test
5711,train
5712,train
5713,train
5714,train
5715,train
5716,train
5717,test
5718,train
5719,train
5720,train
5721,train
5722,train
5723,train
5724,test
5725,train
5726,train
5727,train
5728,test
5729,train
5730,train
5731,train
5732,train
5733,train
5734,test
5735,test
5736,train
5737,train
5738,train
5739,test
5740,train
5741,train
5742,test
5743,test
5744,train
5745,train
5746,train
5747,train
5748,test
5749,train
5750,train
5751,train
5752,train
5753,test
5754,train
5755,train
5756,train
5757,train
5758,train
5759,train
5760,train
5761,train
5762,test
5763,train
5764,train
5765,train
5766,train
5767,train
5768,train
5769,train
5770,train
5771,test
5772,train
5773,test
5774,train
5775,test
5776,train
5777,train
5778,train
5779,train
5780,train
5781,train
5782,train
5783,train
5784,train
5785,train
5786,train
5787,test
5788,train
5789,train
5790,train
5791,train
5792,train
5793,test
5794,test
5795,train
5796,train
5797,train
5798,train
5799,test
5800,train
5801,test
5802,train
5803,test
5804,test
5805,train
5806,test
5807,train
5808,test
5809,train
5810,train
5811,train
5812,train
5813,train
5814,train
5815,train
5816,train
5817,train
5818,train
5819,train
5820,train
5821,test
5822,train
5823,test
5824,train
5825,test
5826,train
5827,train
5828,test
5829,train
5830,train
5831,test
5832,train
5833,train
5834,train
5835,train
5836,train
5837,test
5838,train
5839,train
5840,test
5841,train
5842,test
5843,train
5844,train
5845,train
5846,test
5847,train
5848,train
5849,train
5850,test
5851,train
5852,train
5853,train
5854,train
5855,train
5856,train
5857,test
5858,train
5859,test
5860,train
5861,train
5862,train
5863,train
5864,train
5865,train
5866,train
5867,test
5868,train
5869,train
5870,train
5871,train
5872,train
5873,train
5874,train
5875,train
5876,test
5877,train
5878,train
5879,train
5880,train
5881,test
5882,test
5883,train
5884,train
5885,train
5886,train
5887,train
5888,train
5889,train
5890,train
5891,train
5892,test
5893,train
5894,train
5895,test
5896,train
5897,train
5898,train
5899,train
5900,train
5901,train
5902,train
5903,train
5904,train
5905,test
5906,train
5907,train
5908,train
5909,train
5910,train
5911,train
5912,train
5913,train
5914,train
5915,train
5916,train
5917,test
5918,train
5919,train
5920,test
5921,train
5922,train
5923,train
5924,train
5925,train
5926,train
5927,train
5928,test
5929,train
5930,train
5931,test
5932,train
5933,train
5934,train
5935,train
5936,train
5937,train
5938,train
5939,test
5940,train
5941,test
5942,test
5943,train
5944,train
5945,test
5946,train
5947,train
5948,train
5949,train
5950,train
5951,test
5952,train
5953,train
5954,train
5955,train
5956,test
5957,test
5958,train
5959,train
5960,train
5961,test
5962,train
5963,train
5964,train
5965,train
5966,train
5967,train
5968,train
5969,train
5970,train
5971,train
5972,train
5973,train
5974,train
5975,train
5976,test
5977,train
5978,train
5979,train
5980,train
5981,train
5982,train
5983,train
5984,test
5985,train
5986,train
5987,train
5988,train
5989,test
5990,train
5991,test
5992,train
5993,train
5994,train
5995,train
5996,test
5997,train
5998,train
5999,test
6000,train
6001,test
6002,train
6003,train
6004,train
6005,train
6006,train
6007,train
6008,train
6009,test
6010,train
6011,train
6012,train
6013,train
6014,train
6015,train
6016,train
6017,train
6018,train
6019,train
6020,train
6021,train
6022,train
6023,test
6024,train
6025,train
6026,train
6027,train
6028,test
6029,train
6030,train
6031,train
6032,train
6033,train
6034,test
6035,train
6036,test
6037,train
6038,test
6039,test
6040,train
6041,train
6042,train
6043,train
6044,train
6045,train
6046,train
6047,test
6048,train
6049,train
6050,train
6051,train
6052,train
6053,train
6054,train
6055,train
6056,train
6057,train
6058,train
6059,train
6060,train
6061,train
6062,test
6063,train
6064,train
6065,train
6066,train
6067,train
6068,train
6069,test
6070,train
6071,train
6072,train
6073,train
6074,train
6075,train
6076,train
6077,train
6078,test
6079,train
6080,train
6081,test
6082,train
6083,test
6084,train
6085,train
6086,train
6087,train
6088,train
6089,train
6090,train
6091,train
6092,test
6093,test
6094,train
6095,train
6096,test
6097,train
6098,train
6099,train
6100,train
6101,train
6102,train
6103,train
6104,train
6105,train
6106,train
6107,train
6108,train
6109,test
6110,train
6111,train
6112,train
6113,train
6114,train
6115,train
6116,train
6117,train
6118,train
6119,train
6120,train
6121,train
6122,train
6123,train
6124,train
6125,train
6126,train
6127,train
6128,train
6129,train
6130,train
6131,train
6132,test
6133,train
6134,train
6135,train
6136,train
6137,train
6138,train
6139,train
6140,test
6141,train
6142,train
6143,test
6144,train
6145,train
6146,train
6147,train
6148,train
6149,test
6150,train
6151,train
6152,test
6153,train
6154,train
6155,train
6156,train
6157,train
6158,train
6159,train
6160,train
6161,train
6162,train
6163,train
6164,train
6165,train
6166,test
6167,train
6168,train
6169,train
6170,train
6171,train
6172,test
6173,train
6174,test
6175,train
6176,train
6177,train
6178,train
6179,train
6180,train
6181,train
6182,train
6183,train
6184,train
6185,train
6186,test
6187,train
6188,train
6189,test
6190,test
6191,train
6192,test
6193,train
6194,train
6195,train
6196,train
6197,train
6198,train
6199,train
6200,test
6201,train
6202,train
6203,train
6204,test
6205,test
6206,train
6207,train
6208,train
6209,train
6210,test
6211,train
6212,train
6213,test
6214,train
6215,train
6216,train
6217,train
6218,test
6219,train
6220,train
6221,test
6222,test
6223,train
6224,train
6225,train
6226,train
6227,train
6228,train
6229,train
6230,train
6231,train
6232,train
6233,test
6234,test
6235,train
6236,train
6237,train
6238,train
6239,train
6240,test
6241,train
6242,train
6243,train
6244,train
6245,train
6246,train
6247,train
6248,test
6249,train
6250,train
6251,train
6252,train
6253,train
6254,train
6255,train
6256,train
6257,test
6258,train
6259,train
6260,train
6261,train
6262,train
6263,train
6264,train
6265,train
6266,train
6267,test
6268,train
6269,train
6270,train
6271,train
6272,train
6273,train
6274,train
6275,train
6276,train
6277,train
6278,train
6279,test
6280,train
6281,train
6282,train
6283,test
6284,train
6285,train
6286,test
6287,train
6288,test
6289,train
6290,train
6291,test
6292,test
6293,train
6294,train
6295,train
6296,train
6297,train
6298,train
6299,train
6300,train
6301,train
6302,test
6303,train
6304,train
6305,test
6306,train
6307,test
6308,train
6309,train
6310,train
6311,train
6312,test
6313,test
6314,train
6315,train
6316,test
6317,train
6318,train
6319,train
6320,test
6321,train
6322,train
6323,test
6324,train
6325,train
6326,train
6327,test
6328,train
6329,train
6330,train
6331,train
6332,train
6333,train
6334,test
6335,train
6336,train
6337,train
6338,train
6339,test
6340,train
6341,train
6342,train
6343,train
6344,train
6345,test
6346,test
6347,train
6348,test
6349,train
6350,train
6351,train
6352,train
6353,train
6354,test
6355,test
6356,train
6357,train
6358,train
6359,train
6360,test
6361,train
6362,train
6363,train
6364,test
6365,train
6366,train
6367,train
6368,test
6369,test
6370,train
6371,train
6372,train
6373,train
6374,train
6375,train
6376,train
6377,train
6378,train
6379,train
6380,train
6381,train
6382,test
6383,train
6384,train
6385,train
6386,train
6387,train
6388,test
6389,train
6390,train
6391,train
6392,test
6393,train
6394,train
6395,test
6396,train
6397,test
6398,train
6399,train
6400,train
6401,train
6402,train
6403,train
6404,train
6405,train
6406,test
6407,train
6408,train
6409,train
6410,train
6411,test
6412,test
6413,train
6414,test
6415,train
6416,train
6417,train
6418,train
6419,train
6420,train
6421,test
6422,train
6423,test
6424,test
6425,train
6426,train
6427,test
6428,train
6429,test
6430,train
6431,train
6432,train
6433,train
6434,train
6435,train
6436,train
6437,train
6438,train
6439,train
6440,train
6441,train
6442,train
6443,train
6444,train
6445,train
6446,train
6447,train
6448,train
6449,test
6450,test
6451,train
6452,train
6453,train
6454,train
6455,train
6456,train
6457,train
6458,train
6459,test
6460,train
6461,train
6462,test
6463,test
6464,test
6465,train
6466,train
6467,train
6468,train
6469,test
6470,train
6471,train
6472,train
6473,test
6474,train
6475,train
6476,train
6477,train
6478,train
6479,test
6480,train
6481,train
6482,train
6483,test
6484,train
6485,test
6486,train
6487,train
6488,train
6489,train
6490,train
6491,train
6492,test
6493,train
6494,test
6495,train
6496,train
6497,train
6498,test
6499,train
6500,test
6501,train
6502,train
6503,train
6504,test
6505,train
6506,train
6507,train
6508,train
6509,train
6510,test
6511,train
6512,train
6513,train
6514,train
6515,train
6516,train
6517,train
6518,train
6519,test
6520,train
6521,train
6522,train
6523,test
6524,train
6525,test
6526,train
6527,train
6528,test
6529,train
6530,train
6531,train
6532,train
6533,train
6534,train
6535,test
6536,train
6537,train
6538,train
6539,train
6540,train
6541,train
6542,test
6543,train
6544,train
6545,train
6546,train
6547,test
6548,train
6549,train
6550,train
6551,train
6552,train
6553,train
6554,train
6555,train
6556,train
6557,train
6558,train
6559,train
6560,train
6561,train
6562,train
6563,train
6564,train
6565,test
6566,train
6567,train
6568,test
6569,train
6570,test
6571,train
6572,train
6573,test
6574,train
6575,train
6576,train
6577,train
6578,train
6579,train
6580,train
6581,train
6582,train
6583,train
6584,test
6585,train
6586,train
6587,train
6588,test
6589,train
6590,train
6591,train
6592,train
6593,train
6594,test
6595,train
6596,test
6597,train
6598,train
6599,train
6600,test
6601,test
6602,test
6603,train
6604,train
6605,train
6606,train
6607,train
6608,train
6609,test
6610,train
6611,train
6612,train
6613,train
6614,train
6615,train
6616,train
6617,test
6618,test
6619,test
6620,train
6621,train
6622,train
6623,train
6624,test
6625,train
6626,train
6627,test
6628,train
6629,train
6630,train
6631,train
6632,train
6633,test
6634,train
6635,test
6636,train
6637,train
6638,train
6639,test
6640,train
6641,train
6642,test
6643,test
6644,train
6645,test
6646,train
6647,test
6648,train
6649,train
6650,train
6651,train
6652,train
6653,test
6654,train
6655,train
6656,train
6657,train
6658,train
6659,train
6660,train
6661,train
6662,train
6663,train
6664,test
6665,train
6666,train
6667,train
6668,test
6669,train
6670,test
6671,train
6672,train
6673,train
6674,train
6675,train
6676,train
6677,train
6678,train
6679,train
6680,train
6681,train
6682,train
6683,test
6684,train
6685,train
6686,train
6687,train
6688,train
6689,train
6690,train
6691,train
6692,test
6693,train
6694,test
6695,train
6696,test
6697,test
6698,train
6699,test
6700,train
6701,train
6702,train
6703,train
6704,train
6705,train
6706,test
6707,train
6708,train
6709,test
6710,train
6711,train
6712,train
6713,train
6714,train
6715,train
6716,train
6717,train
6718,train
6719,train
6720,train
6721,train
6722,train
6723,train
6724,train
6725,train
6726,train
6727,train
6728,train
6729,train
6730,test
6731,train
6732,train
6733,train
6734,train
6735,test
6736,train
6737,train
6738,test
6739,train
6740,train
6741,train
6742,train
6743,train
6744,test
6745,train
6746,train
6747,train
6748,train
6749,train
6750,train
6751,test
6752,train
6753,train
6754,train
6755,train
6756,test
6757,train
6758,train
6759,test
6760,train
6761,train
6762,test
6763,train
6764,train
6765,test
6766,train
6767,train
6768,train
6769,train
6770,train
6771,test
6772,train
6773,train
6774,train
6775,train
6776,test
6777,test
6778,train
6779,train
6780,train
6781,train
6782,train
6783,train
6784,train
6785,train
6786,test
6787,train
6788,train
6789,train
6790,train
6791,test
6792,test
6793,test
6794,train
6795,train
6796,train
6797,train
6798,train
6799,train
6800,train
6801,train
6802,train
6803,train
6804,train
6805,train
6806,train
6807,train
6808,train
6809,train
6810,train
6811,train
6812,train
6813,train
6814,train
6815,train
6816,train
6817,train
6818,train
6819,test
6820,train
6821,train
6822,test
6823,train
6824,train
6825,train
6826,test
6827,train
6828,train
6829,train
6830,train
6831,test
6832,train
6833,train
6834,train
6835,train
6836,train
6837,train
6838,test
6839,train
6840,train
6841,train
6842,train
6843,train
6844,train
6845,train
6846,train
6847,train
6848,train
6849,train
6850,train
6851,test
6852,train
6853,train
6854,test
6855,train
6856,test
6857,train
6858,train
6859,train
6860,train
6861,train
6862,test
6863,train
6864,test
6865,train
6866,train
6867,train
6868,train
6869,train
6870,train
6871,test
6872,train
6873,train
6874,test
6875,train
6876,train
6877,train
6878,test
6879,train
6880,train
6881,train
6882,train
6883,train
6884,train
6885,train
6886,train
6887,train
6888,test
6889,train
6890,train
6891,train
6892,train
6893,train
6894,train
6895,train
6896,train
6897,train
6898,train
6899,train
6900,train
6901,train
6902,train
6903,train
6904,train
6905,train
6906,train
6907,test
6908,train
6909,train
6910,train
6911,train
6912,train
6913,train
6914,train
6915,train
6916,train
6917,train
6918,train
6919,test
6920,train
6921,train
6922,train
6923,train
6924,train
6925,train
6926,test
6927,train
6928,test
6929,train
6930,train
6931,train
6932,train
6933,train
6934,train
6935,train
6936,test
6937,test
6938,train
6939,train
6940,train
6941,train
6942,train
6943,train
6944,train
6945,train
6946,train
6947,train
6948,test
6949,test
6950,train
6951,train
6952,train
6953,test
6954,train
6955,train
6956,train
6957,train
6958,train
6959,train
6960,test
6961,train
6962,train
6963,train
6964,train
6965,test
6966,train
6967,train
6968,train
6969,train
6970,test
6971,train
6972,test
6973,train
6974,test
6975,train
6976,train
6977,train
6978,train
6979,test
6980,train
6981,train
6982,train
6983,train
6984,train
6985,train
6986,train
6987,train
6988,train
6989,train
6990,train
6991,train
6992,train
6993,test
6994,train
6995,train
6996,test
6997,train
6998,test
6999,train
7000,train
7001,train
7002,train
7003,train
7004,train
7005,test
7006,train
7007,train
7008,train
7009,train
7010,train
7011,train
7012,train
7013,train
7014,train
7015,train
7016,train
7017,test
7018,train
7019,train
7020,train
7021,train
7022,train
7023,test
7024,train
7025,train
7026,train
7027,test
7028,test
7029,train
7030,train
7031,train
7032,train
7033,train
7034,test
7035,train
7036,train
7037,test
7038,test
7039,test
7040,train
7041,train
7042,train
7043,train
7044,train
7045,train
7046,test
7047,test
7048,test
7049,train
7050,train
7051,train
7052,train
7053,train
7054,test
7055,train
7056,train
7057,train
7058,train
7059,train
7060,train
7061,train
7062,train
7063,test
7064,test
7065,train
7066,train
7067,test
7068,test
7069,test
7070,train
7071,train
7072,train
7073,train
7074,test
7075,train
7076,train
7077,train
7078,train
7079,train
7080,test
7081,train
7082,train
7083,train
7084,train
7085,train
7086,train
7087,train
7088,train
7089,train
7090,test
7091,train
7092,train
7093,train
7094,train
7095,train
7096,train
7097,train
7098,train
7099,test
7100,train
7101,test
7102,train
7103,train
7104,train
7105,train
7106,train
7107,train
7108,train
7109,train
7110,test
7111,train
7112,train
7113,train
7114,test
7115,test
7116,train
7117,test
7118,train
7119,train
7120,train
7121,train
7122,test
7123,train
7124,train
7125,train
7126,train
7127,test
7128,train
7129,test
7130,train
7131,train
7132,train
7133,train
7134,train
7135,train
7136,train
7137,test
7138,train
7139,train
7140,train
7141,test
7142,test
7143,train
7144,train
7145,train
7146,train
7147,train
7148,train
7149,train
7150,train
7151,train
7152,train
7153,train
7154,test
7155,train
7156,train
7157,test
7158,train
7159,train
7160,train
7161,train
7162,train
7163,train
7164,test
7165,train
7166,train
7167,train
7168,train
7169,train
7170,train
7171,train
7172,test
7173,train
7174,train
7175,train
7176,train
7177,test
7178,train
7179,train
7180,test
7181,test
7182,train
7183,train
7184,train
7185,train
7186,test
7187,train
7188,train
7189,train
7190,train
7191,test
7192,train
7193,train
7194,train
7195,test
7196,train
7197,train
7198,train
7199,train
7200,train
7201,train
7202,train
7203,train
7204,train
7205,test
7206,train
7207,train
7208,train
7209,test
7210,train
7211,train
7212,test
7213,train
7214,test
7215,train
7216,test
7217,train
7218,test
7219,train
7220,test
7221,train
7222,train
7223,test
7224,test
7225,train
7226,train
7227,train
7228,train
7229,train
7230,train
7231,train
7232,train
7233,train
7234,train
7235,train
7236,train
7237,test
7238,train
7239,train
7240,train
7241,test
7242,test
7243,train
7244,test
7245,train
7246,train
7247,train
7248,test
7249,train
7250,train
7251,test
7252,train
7253,train
7254,test
7255,train
7256,train
7257,train
7258,train
7259,train
7260,train
7261,train
7262,train
7263,train
7264,test
7265,train
7266,test
7267,train
7268,train
7269,train
7270,train
7271,train
7272,test
7273,train
7274,train
7275,train
7276,test
7277,train
7278,train
7279,train
7280,train
7281,train
7282,train
7283,train
7284,train
7285,test
7286,train
7287,train
7288,test
7289,train
7290,train
7291,train
7292,train
7293,train
7294,test
7295,train
7296,train
7297,test
7298,test
7299,train
7300,train
7301,train
7302,train
7303,train
7304,train
7305,train
7306,train
7307,train
7308,train
7309,train
7310,train
7311,test
7312,train
7313,train
7314,test
7315,train
7316,train
7317,train
7318,train
7319,train
7320,test
7321,test
7322,train
7323,train
7324,test
7325,train
7326,train
7327,test
7328,train
7329,train
7330,train
7331,train
7332,test
7333,train
7334,train
7335,train
7336,train
7337,train
7338,train
7339,train
7340,train
7341,train
7342,train
7343,train
7344,train
7345,test
7346,train
7347,train
7348,train
7349,test
7350,train
7351,train
7352,test
7353,test
7354,test
7355,train
7356,train
7357,train
7358,train
7359,train
7360,train
7361,train
7362,test
7363,train
7364,train
7365,train
7366,train
7367,train
7368,train
7369,test
7370,test
7371,train
7372,test
7373,train
7374,train
7375,train
7376,train
7377,train
7378,train
7379,train
7380,train
7381,train
7382,train
7383,train
7384,train
7385,train
7386,train
7387,train
7388,train
7389,test
7390,train
7391,train
7392,train
7393,train
7394,train
7395,train
7396,train
7397,train
7398,test
7399,train
7400,train
7401,test
7402,train
7403,test
7404,train
7405,train
7406,train
7407,train
7408,test
7409,train
7410,test
7411,train
7412,train
7413,test
7414,train
7415,test
7416,train
7417,train
7418,train
7419,test
7420,train
7421,train
7422,train
7423,test
7424,train
7425,train
7426,test
7427,train
7428,train
7429,train
7430,train
7431,test
7432,train
7433,train
7434,train
7435,train
7436,train
7437,train
7438,train
7439,train
7440,train
7441,train
7442,train
7443,train
7444,train
7445,train
7446,train
7447,train
7448,test
7449,train
7450,test
7451,train
7452,test
7453,test
7454,train
7455,train
7456,train
7457,train
7458,test
7459,train
7460,train
7461,train
7462,train
7463,train
7464,train
7465,train
7466,train
7467,train
7468,train
7469,train
7470,train
7471,train
7472,train
7473,test
7474,train
7475,train
7476,test
7477,train
7478,train
7479,test
7480,train
7481,test
7482,test
7483,train
7484,test
7485,train
7486,train
7487,test
7488,train
7489,train
7490,test
7491,train
7492,train
7493,train
7494,train
7495,train
7496,train
7497,train
7498,train
7499,train
7500,train
7501,train
7502,train
7503,train
7504,test
7505,train
7506,train
7507,train
7508,train
7509,train
7510,train
7511,train
7512,train
7513,test
7514,train
7515,train
7516,train
7517,train
7518,train
7519,test
7520,train
7521,train
7522,train
7523,train
7524,train
7525,train
7526,test
7527,train
7528,test
7529,train
7530,train
7531,train
7532,train
7533,train
7534,train
7535,train
7536,train
7537,train
7538,test
7539,train
7540,train
7541,test
7542,train
7543,train
7544,train
7545,train
7546,train
7547,train
7548,train
7549,test
7550,train
7551,train
7552,test
7553,train
7554,train
7555,train
7556,train
7557,train
7558,train
7559,train
7560,train
7561,train
7562,train
7563,train
7564,train
7565,train
7566,train
7567,train
7568,train
7569,train
7570,train
7571,train
7572,train
7573,train
7574,train
7575,train
7576,train
7577,test
7578,train
7579,test
7580,train
7581,train
7582,train
7583,train
7584,test
7585,train
7586,train
7587,train
7588,train
7589,test
7590,train
7591,train
7592,train
7593,train
7594,train
7595,train
7596,train
7597,train
7598,train
7599,train
7600,train
7601,test
7602,test
7603,train
7604,train
7605,train
7606,train
7607,train
7608,train
7609,train
7610,train
7611,test
7612,train
7613,train
7614,train
7615,train
7616,test
7617,train
7618,train
7619,test
7620,test
7621,train
7622,train
7623,test
7624,train
7625,train
7626,train
7627,train
7628,train
7629,train
7630,train
7631,train
7632,train
7633,test
7634,train
7635,train
7636,train
7637,test
7638,train
7639,train
7640,train
7641,train
7642,train
7643,train
7644,train
7645,train
7646,train
7647,test
7648,train
7649,train
7650,train
7651,train
7652,train
7653,train
7654,test
7655,test
7656,train
7657,test
7658,train
7659,train
7660,train
7661,train
7662,train
7663,train
7664,test
7665,test
7666,train
7667,train
7668,train
7669,train
7670,test
7671,test
7672,train
7673,train
7674,train
7675,train
7676,train
7677,test
7678,test
7679,test
7680,train
7681,train
7682,test
7683,train
7684,train
7685,train
7686,train
7687,train
7688,train
7689,test
7690,train
7691,train
7692,train
7693,train
7694,train
7695,train
7696,train
7697,train
7698,train
7699,train
7700,train
7701,train
7702,train
7703,test
7704,test
7705,train
7706,train
7707,train
7708,train
7709,train
7710,train
7711,test
7712,train
7713,train
7714,train
7715,train
7716,train
7717,test
7718,train
7719,test
7720,train
7721,train
7722,train
7723,train
7724,train
7725,train
7726,train
7727,train
7728,train
7729,train
7730,train
7731,train
7732,train
7733,test
7734,test
7735,train
7736,train
7737,train
7738,train
7739,test
7740,train
7741,train
7742,train
7743,train
7744,test
7745,train
7746,train
7747,train
7748,train
7749,train
7750,train
7751,train
7752,train
7753,test
7754,train
7755,train
7756,train
7757,test
7758,train
7759,train
7760,train
7761,train
7762,train
7763,train
7764,train
7765,train
7766,train
7767,train
7768,train
7769,train
7770,test
7771,train
7772,train
7773,train
7774,train
7775,test
7776,train
7777,train
7778,test
7779,train
7780,train
7781,train
7782,train
7783,train
7784,train
7785,train
7786,train
7787,train
7788,train
7789,train
7790,train
7791,train
7792,train
7793,train
7794,train
7795,train
7796,train
7797,test
7798,test
7799,train
7800,train
7801,train
7802,train
7803,test
7804,train
7805,train
7806,train
7807,train
7808,train
7809,train
7810,train
7811,train
7812,train
7813,train
7814,train
7815,train
7816,train
7817,train
7818,train
7819,test
7820,train
7821,train
7822,test
7823,train
7824,test
7825,train
7826,train
7827,train
7828,train
7829,train
7830,train
7831,train
7832,train
7833,train
7834,train
7835,train
7836,train
7837,train
7838,test
7839,test
7840,train
7841,train
7842,train
7843,train
7844,test
7845,train
7846,train
7847,test
7848,train
7849,test
7850,train
7851,train
7852,train
7853,train
7854,train
7855,train
7856,train
7857,train
7858,train
7859,train
7860,train
7861,train
7862,train
7863,train
7864,train
7865,test
7866,test
7867,train
7868,train
7869,train
7870,train
7871,train
7872,train
7873,test
7874,test
7875,train
7876,test
7877,train
7878,test
7879,test
7880,train
7881,train
7882,train
7883,train
7884,test
7885,train
7886,train
7887,train
7888,train
7889,train
7890,test
7891,train
7892,train
7893,test
7894,train
7895,train
7896,test
7897,train
7898,train
7899,train
7900,train
7901,train
7902,train
7903,train
7904,test
7905,train
7906,train
7907,test
7908,train
7909,test
7910,train
7911,train
7912,test
7913,train
7914,train
7915,train
7916,train
7917,train
7918,train
7919,train
7920,train
7921,train
7922,train
7923,train
7924,test
7925,train
7926,train
7927,test
7928,train
7929,train
7930,train
7931,train
7932,train
7933,train
7934,train
7935,train
7936,train
7937,train
7938,train
7939,train
7940,train
7941,train
7942,train
7943,train
7944,train
7945,train
7946,train
7947,train
7948,train
7949,test
7950,train
7951,train
7952,train
7953,train
7954,train
7955,train
7956,train
7957,test
7958,train
7959,train
7960,train
7961,train
7962,train
7963,train
7964,train
7965,train
7966,train
7967,test
7968,train
7969,train
7970,test
7971,train
7972,train
7973,train
7974,train
7975,train
7976,train
7977,train
7978,train
7979,train
7980,train
7981,train
7982,train
7983,train
7984,train
7985,train
7986,train
7987,train
7988,test
7989,train
7990,test
7991,train
7992,train
7993,train
7994,train
7995,train
7996,test
7997,train
7998,train
7999,train
8000,train
8001,train
8002,test
8003,train
8004,test
8005,train
8006,train
8007,train
8008,train
8009,train
8010,train
8011,test
8012,test
8013,train
8014,train
8015,train
8016,train
8017,train
8018,train
8019,train
8020,train
8021,train
8022,train
8023,train
8024,train
8025,train
8026,train
8027,train
8028,test
8029,train
8030,train
8031,test
8032,train
8033,train
8034,test
8035,train
8036,train
8037,train
8038,train
8039,train
8040,train
8041,test
8042,train
8043,train
8044,train
8045,train
8046,test
8047,train
8048,train
8049,test
8050,train
8051,test
8052,train
8053,train
8054,test
8055,test
8056,test
8057,train
8058,test
8059,test
8060,train
8061,test
8062,train
8063,train
8064,test
8065,test
8066,test
8067,train
8068,test
8069,test
8070,train
8071,train
8072,train
8073,train
8074,train
8075,train
8076,train
8077,train
8078,test
8079,test
8080,train
8081,train
8082,train
8083,train
8084,train
8085,train
8086,test
8087,train
8088,train
8089,train
8090,train
8091,train
8092,train
8093,train
8094,train
8095,test
8096,train
8097,train
8098,test
8099,train
8100,test
8101,train
8102,train
8103,test
8104,train
8105,train
8106,train
8107,train
8108,train
8109,train
8110,train
8111,train
8112,test
8113,train
8114,train
8115,test
